Num,District,Park_division,Park_name,Road_address ,Parcel_address,Park_overview,Park_area,Main_facility,Sporting_goods,Guidemap,Direction,Use_notes,Image,Park_number,Latitude,Longitude,Shortcut,Grade,Keyword
1705,은평구,기타공원,연신초교옆마을마당,,서울특별시 은평구 불광3동 69,,711,유아용조합놀이대1 그네1,"온몸지압기1,온몸허리돌리기1,온몸근육풀기1,하늘걷기1,온몸역기올리기1",,,,,02-350-5248,37.610501,126.918888,,,운동
1706,은평구,기타공원,구산동청사앞소공원,,서울특별시 은평구 구산동 27-7,,335.9,,"온몸허리돌리기1,온몸근육풀기1,온몸허리돌리기1,온몸근육풀기1, 하늘걷기1",,,,,02-350-5248,37.599395,126.932051,,,운동
1707,은평구,기타공원,구산동마을공원확대,,서울특별시 은평구 구산동 345-6,,157,,,,,,,02-350-5248,37.61512,126.90778,,,
1708,은평구,기타공원,구산초교앞마을마당,,서울특별시 은평구 구산동 153-2,,135,,,,,,,02-350-5248,37.595602,126.919066,,,
1709,은평구,기타공원,팜스퀘어소공원,,서울특별시 은평구 대조동 240-3,,268.8,,"온몸지압기1,온몸허리돌리기1,파도타기1, 하체근육풀기1",,,,,02-350-5248,37.597018,126.906734,,,운동
1710,은평구,기타공원,오손길마을마당,,서울특별시 은평구 응암동 365-30,,139,,"하늘걷기1,옆회전운동1,원그리기운동1",,,,,02-350-5248,37.591562,126.902567,,,운동
1711,은평구,기타공원,평화공원,,서울특별시 은평구 녹번동 153-1,,5700.1,,"공중걷기, 마라톤달리기 등",,,,,02-351-8014,37.60514883,126.9230105,,,운동
1712,은평구,기타공원,연신내물빛공원,서울특별시 은평구 통일로 849,,지하철 36호선 연신내역에서 엘리베이터를 통해 쉽게 접근할 수 있도록 위치한 연신내 물빛공원은 도심속에서 자연을 느끼고 휴식을 취하며 재충전할 수 있는 휴식과 만남의 공간이자 많은 공연과 행사가 이루어지는 문화공간이다. 지하철역에서 나오는 깨끗한 지하수를 공원의 친수공간으로 효율적으로 활용하고 불광천에 흘려보내 맑고 깨끗한 하천을 가꾸는데 크게 이바지하고 지역의 역사성과 상징성 편리성 효용성 등이 반영된 공원으로 동즉으로는 우리민족의 통일에 대한 염원과 희망을 상징하는 일출분수가 설치되어 있고 공원 중심부에 연신내를 상징하는 태극모양의 수반과 회자(回字)모양의 곡수로가 설치되어 있으며 서측에는 조선시대 한양의 통신수단의 거점이었던 파발의 모습들을 형상화하여 우리고장의 역사성을 나타내는 파발가벽이 조성되어 있다. 그 밖에 지하철 동출시설과 주변 경관과 어울릴 수 있는 소나무 단풍나무 화살나무 영산홍등이 계절에 따른 자연의 변화를 느낄 수 있게 한다. 주변의 시민과 어린이들이 직접물과 접하면서 즐길 수 있는 공간인 연신내 물빛공원에서는 매년 4월~10월 첫째 목요일에 물빛공원 음악회가 열리는 등 크고 작은 문화공연들이 열려 가까운 곳에서 자연과 문화를 함께 느낄 수 있는 공간으로 많은 시민들의 사랑을 받고 있다.,2560,일출분수 파발벽천 수로 등  ,,,,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1737,02-351-8012,37.619052,126.9207354,,,
1713,은평구,도시자연공원,봉산도시자연공원,,서울특별시 은평구 구산동 산61,서울시 은평구와 경기도 고양시에 걸쳐위치하고 있는 공원으로 남으로 매봉산 월드컵공원 동으로 백련산 북한산과 연결되는 주택가 생활권 주변에 위치한 공원이다. 가장 높은 봉우리가 210m로 경사가 완만하고 접근이 쉬워 산정상과 능선을 따라 등산로가 발달되어 많은 주민들이 이용하고 있으며 주요 시설로는 1459년 창건된 조성왕조의 전통사찰인 수국사와 약수터 4개소 주요 등산로변에 운동.편의시설 600여점이 설치되어 등산객 등 이용자에게 편의를 제공하고 있다.  봉산은 산 이름에서 느낄 수 있듯이 예로부터 주요 통신수단의 하나인 봉화가 변방에서 중앙으로 전달되는 매우 중요한 길목이었다. 문헌에 나타난 기록을 체계적으로 발굴.정리하여 봉수대를 건립코자 추진중에 있으며 조선왕조의 예종 숙종을 비롯한 왕후의 묘(창릉 명릉 익릉 홍릉 경릉)가 있는 서오능이 인근에 위치하고 있다.,1511198,산책로9㎞ 전시관 1동 운동시설,,,지하철 6호선 응암역 새절역 증산역 수색역 이용  버스(G 지선 B 간선 R 광역 Y 순환) G 7017 7715 7212  접근방법(교통) 제1등산로 : 경의선 수색역(1번출구) - 도보 10분 제2등산로 : 지하철 6호선 증산역(3번출구) - 도보 10분         ※ 주 등산로만 작성,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  일반사항 산을 이용하는 시민들은 주로 제1등산로와 제2등산로 등을 이용하고 있으며 인근지역 주민들이 이용객의 대부분을 차지하고 있습니다. 현재 봉산도시자연공원 증산지구내 공원이용객 및 주민들을 위한 주차시설을 조성완료하여 타지역 이용객들의 접근성을 높이고 있으며 대중교통 이용객들을 위하여 증산역에서 봉산 주 등산로로 향하는 서울둘레길 안내표시가 설치되어 있어 등산객들의 편의성이 높은 편입니다.(※ 대중교통 이용객들을 위한 안내 표시가 일부 주 등산로까지 설치되어 있습니다.),http://parks.seoul.go.kr/file/info/view.do?fIdx=1863,02-351-8003,37.604071,126.9020153,,,
1714,은평구,도시자연공원,서오능도시자연공원,,서울특별시 은평구 진관동 산 100-36,꾀꼬리가 많이 살기 때문에 앵봉산이라는 이름을 얻은 서오릉도시자연공원은 구파발 통일로변에서 서오릉로까지 남북으로 길게 발달하여 진관동 갈현1?2동을 아우르고 있는 산이다. 면적은 1082847㎡로 은평구에서는 두 번째로 넓은 산이지만 높이는 해발 235m로 가장 높다. 주능선이 경기도 고양시 동산동?용두동과 경계를 이루며 사적지인 서오릉은 앵봉산의 서남쪽 자락에 자리 잡고 있다. 이 공원의 구파발 탑골 쪽은 현재 은평구에서 운영하는 ‘숲속여행’ 코스로 선정되어 4월부터 11월까지 매월 2?4번째 토요일과 1?3번째 일요일에 숲체험리더와 함께하는 숲속여행프로그램을 진행하고 있어 원하는 시민들은 누구나 참여할 수 있다.  앵봉산에 군락을 형성한 서어나무는 온대림 숲의 마지막 천이단계에 나타나는 나무로 중부지방에서는 광릉 숲 다음으로 유명하고 탑골 약수터 부근의 시무나무와 주능선에 자라는 쪽동백나무는 은평구 산 중 유일하게 이곳에서만 볼 수 있는 나무다. 주요시설로는 운동?편익시설 170점이 설치되어 있고 나무 107종(큰키나무 41종 중간키나무 12종 작은키나무 41종 덩굴나무 13종)이 자연림으로 자라고 있다.,1082847,"산책로(둘레길), 탑골생태공원, 유아숲체험장 ,운동시설 ,등",,http://parks.seoul.go.kr/tiny_mce/view/2015/01/19/1421627140942943000.jpg,,공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1726,02-351-8003,37.6374823,126.9134338,,,
1715,종로구,어린이공원,창신공원,,서울특별시 종로구 창신동 23-362,,710,"시소,조합놀이",,,,,,02-2148-2844,37.578276,127.012931,,,
1716,종로구,어린이공원,무악공원,,서울특별시 종로구 무악동 산2-83,,5136,음수대,,,,,,02-2148-2844,37.577525,126.960547,,,
1717,종로구,근린공원,창덕공원,서울특별시 종로구 율곡로 99 (와룡동),서울특별시 종로구 와룡동 2-71,,491328,음수대,,,,,,02-2148-2844,37.578868,126.989712,,,
1718,종로구,근린공원,청진공원,,서울특별시 종로구 청진동 146-3,,2802,,,,,,,02-2148-2844,37.571415,126.979819,,,
1719,종로구,어린이공원,낙산공원,서울특별시 종로구 창신길 210-11 (창신동),서울특별시 종로구 창신동 611-19,,660,"시소,조합놀이",,,,,,02-2148-2844,37.579546,127.010184,,,
1720,종로구,어린이공원,참샘골공원,,서울특별시 종로구 평창동 470,,2737,"그네,조합놀이, 음수대",,,,,,02-2148-2844,37.614801,126.974498,,,
1721,종로구,어린이공원,감나무골공원,,서울특별시 종로구 평창동 495-4,,2403,"그네,미끄럼틀, 음수대",,,,,,02-2148-2844,37.612876,126.970377,,,
1722,종로구,어린이공원,옥인공원,,서울특별시 종로구 옥인동 187-2,,472.1,,,,,,,02-2148-2844,37.582545,126.962407,,,
1723,종로구,어린이공원,명륜공원,서울특별시 종로구 혜화로9길 24-9 (명륜1가),서울특별시 종로구 명륜1가 23-9,,1149.5,"모래밭,조합놀이, 음수대",,,,,,02-2148-2844,37.588055,126.998279,,,
1724,종로구,어린이공원,새마을공원,서울특별시 종로구 평창길 14-9 (평창동),서울특별시 종로구 평창동 327-1,,397,"그네,조합놀이",,,,,,02-2148-2844,37.606448,126.964642,,,
1725,종로구,어린이공원,인왕공원,,서울특별시 종로구 무악동 55-1,,1745.8,,,,,,,02-2148-2844,37.577468,126.956975,,,
1726,종로구,근린공원,원서공원,서울특별시 종로구 창덕궁길 19 (원서동),서울특별시 종로구 원서동 181,,10004.6,음수대,,,,,,02-2148-2844,37.578234,126.988566,,,
1727,종로구,근린공원,탑골근린공원,서울특별시 종로구 종로 99,서울특별시 종로구 종로2가 38-1,사적 제354호로 서울 최초의 근대 공원이다. 조선 세조 13년에 원각사로 건립하였던 것을 고종 34년인 1897년 도지부 고문인 영국인 브라운에 의해 공원으로 조성되어 1920년에 공원으로 개원하였다. 1919년 3. 1 운동의 발상지로 처음으로 독립 선언문을 낭독하고 독립만세를 외친 우리민족의 독립 정신이 살아 숨쉬는 유서 깊은 곳이다. 1992년 5월 28일 공원 명칭을 파고다공원에서 탑골공원으로 개정하여 오늘에 이르고 있다. 주요 시설로는 독립운동 봉화에 불을 당겼던 팔각정을 중심으로 국보 제2호인 원각사지 10층 석탑 국보 제3호인 원각사비 등의 문화재와 3.1운동 기념탑 3.1운동 벽화 의암 손병희 선생의 동상 한용운 선생 기념비 등이 있다. 2001년 3월1일부터 탑골공원 재정비 사업을 추진 2002년 3월2일에 완료하였으며 총 19억 원의 예산을 투입하여 우물을 복원하고 손병희 선생 동상 및 3.1운동 기념탑을 기념광장으로 옮기는 등 시설물을 재배치하여 복잡한 공간형태를 단순화함과 함께 공간에 질서를 부여하여 사적지다운 경건한 분위기를 느낄 수 있도록 했다.,19599.7,원각사지10층석탑 팔각정 3.1운동기념탑 손병희선생 동상 한용운선생 기념비 우물 편의시설,,http://parks.seoul.go.kr/template/common/img/park_info/97_tapgol/tapgol_guide.jpg,지하철 1호선 종로3가역 3호선 종로3가역  버스(G 지선 B 간선 R 광역 Y 순환),일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1931,02-2148-2843,37.5710052,126.9882853,,,
1728,종로구,어린이공원,연지1공원,,서울특별시 종로구 연지동 136-92,,474.2,"그네,모래밭,조합놀이, 음수대",,,,,,02-2148-2844,37.574379,127.001063,,,
1729,종로구,근린공원,연지공원,,서울특별시 종로구 연지동 1-38,,2827.6,,,,,,,02-2148-2843,37.575758,127.000795,,,
1730,종로구,근린공원,내수어울공원,,서울특별시 종로구 내수동 71-2,,2392.1,"체력단련시설, 음수대",,,,,,02-2148-2843,37.573911,126.970542,,,
1731,종로구,근린공원,내수공원,,서울특별시 종로구 내수동 73-3,,2192.2,"체력단련시설, 음수대",,,,,,02-2148-2843,37.572497,126.971637,,,
1732,종로구,근린공원,사직근린공원,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28,조선 태조가 한양에 수도를 정하고 궁궐 종묘를 지을 때 함께 지은 사직단이 있는 곳으로 1921년 사직단 주변이 공원으로 조성되었다. 사직단은 태조3년(1394)에 고려의 예를 따라 토신을 제사하는 국사단을 동쪽에 곡신을 제사하는 국직단은 서쪽에 배치하고 신좌를 북쪽에 모셔 1년에 세번 제사를 지냈다. 구한말 마지막까지 남아 있었던 궁술연습장이었던 황학정은 건평 59㎡에 정면4칸 측면2칸에 팔작지붕이며 우측으로부터 2칸 추녀 밑에 황학정이라는 현판이 걸려 있다.,168099.87,"사직단, 단군성전, 황학정, 어린이도서관, 종로시립도서관, 수영장",,http://parks.seoul.go.kr/template/common/img/park_info/47_sajik/sajik_guide.jpg,지하철 3호선 경복궁역(1번 출구) 도보 3분  버스(G 지선 B 간선 R 광역 Y 순환) 150 152-1 159 2 205 205-1 588-2 1000 158  문의처 종로구청 공원녹지과 02-2148-2894 / 사직단 관리사무소 02-739-7205,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1877,02-2148-2834,37.5759864,126.9674018,,,
1733,종로구,근린공원,월암공원,,서울특별시 종로구 송월동 1-2,,10662,"체력단련시설, 야외음악당",,,,,,02-2148-2843,37.571311,126.965634,,,
1734,종로구,어린이공원,경학공원,서울특별시 종로구 성균관로5길 25-13 (명륜3가),서울특별시 종로구 명륜3가 53-2,,3269,,,,,,,02-2148-2844,37.584487,126.996902,,,
1735,종로구,소공원,후창공원,,서울특별시 종로구 평창동 568-2,,1920,,,,,,,02-2148-2844,37.610258,126.964365,,,
1736,종로구,소공원,서린공원,서울특별시 종로구 종로 30-1 (서린동),서울특별시 종로구 서린동 82,,1398,,,,,,,02-2148-2844,37.569989,126.980784,,,
1737,종로구,소공원,덕수공원,,서울특별시 종로구 신문로1가 174-7,,869.2,,,,,,,02-2148-2844,37.569254,126.974735,,,
1738,종로구,역사공원,경희궁공원,서울특별시 종로구 새문안로 55 (신문로2가),서울특별시 종로구 신문로2가 2-1,,100930,"체력단련시설, 자판기, 음수대",,,,,,02-2148-2843,37.57050028,126.970374,,,
1739,종로구,역사공원,동묘공원,서울특별시 종로구 난계로27길 84 (숭인동),서울특별시 종로구 숭인동 238-1,,8450,"공중전화, 탑기념비, 음수대 ",,,,,,02-2148-2843,37.573162,127.018284,,,
1740,종로구,문화공원,마로니에공원,서울특별시 종로구 대학로8길 1,서울특별시 종로구 동숭동 1-124,마로니에 공원은 대학로 옆 옛 서울대학교 문리대 법대자리에 위치한 넓이 5802㎡로써 문예회관 및 대학로 길거리에 작품들이 전시되어 있어 꿈과 낭만이 어린 문화예술의 거리로 독특한 분위기를 자아내고 있다. 또한 공원내에는 야외무대가 마련되어 음악콘서트 무용 연극등이 수시로 열리며 곳곳에 젊은이들의 만남의 광장 대화의 장소로 인기가 매우 높다. 2002월드컵축구대회때는 마로니에공원과 대학로에서 많은 인파속에 열렬히 응원했던 장소로도 유명하다.  인근에는 성균관대 성신여대 한성대학 등이 위치해 있고 현재는 많은 다양한 계층의 사람들이 이용하는 곳으로 탈바꿈되었다. 특히 공원내 심어져 있는 마로니에 나무는 웅장한 고목으로 공원의 상징 기념수로 알려져 있다.,5802,"야외무대, 분수대, 조합놀이대, ",,http://parks.seoul.go.kr/template/common/img/park_info/29_maronie/maronie_guide.jpg,지하철 4호선 혜화역 2번출구 도보2분,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1941,02-2148-4158,37.5802295,127.0027886,,,
1741,종로구,근린공원,삼청근린공원,서울특별시 종로구 북촌로 134-1 (우) 03050,서울특별시 종로구 삼청동 산2-1,삼청공원은 1940년 3월 12일자로 공원으로 지정되었는데 당신 고시된 140개 도시계획공원중 제1호로 삼청동은 깊은 골안에 도교의 삼청전(三淸殿) 즉 소격전(昭格殿)이 있었던 연유로 인하여 내려 온것이라고도 하고 혹은 산 물과 그곳에 사는 사람이 맑아서 삼청동이 되었다고 하기도 한다. 삼청공원은 호젓한 산책로에 주위 경치가 좋아 많은 사람들이 오가는 곳으로 고려충신 정몽주와 그이 어머니의 시조비가 있으며 공원입구에서 산책로를 따라 계곡을 서서히 올라가면 삼청공원 약수터가 나온다. 예부터 이름난 약수터를 찾는 시민들의 발길이 아직도 끊일줄 모르고 오염되지 않는 맑은 물을 맛볼 수도 있다. 특히 공원주변에 오래된 벚꽃이 많아 매년 4월경 아름다운 벚꽃을 구경하려는 시민들이 꾸준히 늘고 있으며 공원내 배드민턴장 테니스장 어린이 놀이터 다목적 공터 및 매점 등이 있어 공원을 이용하는 시민들에게 편의를 제공해 주고 있다.,380735,"삼청동문(암각), 배드민턴장, 테니스장, 어린이 놀이터, 다목적 공터, 매점 등 ",,http://parks.seoul.go.kr/template/common/img/park_info/49_samcheong/samcheong_guide.jpg,지하철 5호선 광화문역하차 삼청동 마을버스  문의처 종로구청 공원녹지과02-731-1455,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1880,02-2148-4150,37.5895821,126.9842875,,,
1742,종로구,근린공원,와룡근린공원,서울특별시 종로구 와룡공원길 192 (우) 03063,서울특별시 종로구 명륜3가 53-52,와룡근린공원은 삼청근린공원 창경근린공원 북악산 도시자연공원이 연접해 있는곳으로 용(龍)이 길게 누워있는 형상을 하여 와룡동이라고도 하고 1914년 부제(府制) 실시에 따라 이전 중부 정선방의 이동(泥洞) 누동(樓洞) 수문동(水門洞) 승문동(承文洞) 마동(麻洞)의 각 일부를 병합하여 창덕궁 돈화문이 있는 지대이므로 나라의 상서(祥瑞)인 와룡(臥龍) 봉익(鳳翼)의 이름을 따서 와룡동이라고 하며 동에서 서로 길게 늘어져 있다. 와룡근린공원은 토심이 얕아 수목생육이 어렵고 아카시나무 등으로 산림이 조성되었으나 주민들이 생명의나무 천만그루 심기 행사에 스스로 참여하여 수목을 심고 가꾸어 푸르름과 계절별 아름다운 꽃이 피는 공원으로 변모하고 있다.,207790,"말바위, 테니스장, 노천탕",,http://parks.seoul.go.kr/template/common/img/park_info/76_waryong/waryong_guide.jpg,지하철 4호선 대학로역 하차 혜화초등학교행 마을버스  버스(G 지선 B 간선 R 광역 Y 순환),일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1867,02-2148-4150,37.5907944,126.9901672,,,
1743,종로구,근린공원,숭인근린공원,,서울특별시 종로구 숭인동 58,서울특별시 종로구 숭인동 동망산(東望山)에 있는 공원이다. 동망산공원이라고도 한다. 면적 45615㎡로서 주민들이 휴식과 산책 가벼운 운동을 할 수 있는 자연친화적 공간이다. 공원 안에는 정자와 체력단련시설 관리사무소 화장실 등이 있다. 공원이 있는 동망산의 봉우리를 동망봉이라 부르는데 단종이 영월로 귀양을 가자 단종비 송씨(정순왕후)가 초가암자 정업원(淨業院)을 짓고 동쪽 영월을 바라보며 단종을 그리워한 곳이라 하여 붙여진 이름이다. 2008년 4월 이 공원에서 정순왕후를 기리는 추모제가 열렸다.,45615,"농구장,배드민턴장,체력단련시설, 음수대",,,,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1740,02-2148-4152,37.5764419,127.0178267,,,
1744,종로구,소공원,평창공원,,서울특별시 종로구 평창동 108-3,,1117.6,,,,,,,02-2148-2844,37.610096,126.977439,,,
1745,종로구,근린공원,흥인지문공원,,서울특별시 종로구 종로6가 70,,11519.7,,,,,,,02-2148-2844,37.572637,127.008919,,,
1746,종로구,근린공원,수송공원,,서울특별시 종로구 수송동 80-7,,3567.2,"동상,탑기념비",,,,,,02-2148-2843,37.573998,126.981143,,,
1747,종로구,어린이공원,지봉골공원,서울특별시 종로구 지봉로13길 14 (창신동),서울특별시 종로구 창신동 산6-25,,2508,조합놀이,,,,,,02-2148-2844,37.578947,127.014468,,,
1748,종로구,근린공원,인왕산공원,,서울특별시 종로구 옥인동 179-1,,202935.99,"배드민턴장, 체력단련시설, 미끄럼틀, 조합놀이대, 음수대, 도서관",,,,,,02-2148-2835,37.583336,126.963713,,,
1749,종로구,근린공원,북한산공원,서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산6-17,,27656.56,"편의점, 팔각정",,,,,,02-2148-2832,37.601976,126.980549,,,
1750,종로구,소공원,달바위공원,,서울특별시 종로구 송월동 145-2,,3317.8,,,,,,,02-2148-2843,37.570172,126.965838,,,
1751,종로구,소공원,솔빛공원,,서울특별시 종로구 송월동 145-3,,1793.3,,,,,,,02-2148-2843,37.569973,126.965774,,,
1752,종로구,소공원,소담공원,,서울특별시 종로구 행촌동 211-4,,491.4,,,,,,,02-2148-2843,37.572146,126.961564,,,
1753,종로구,소공원,부암튼튼공원,,서울특별시 종로구 부암동 262-1,,1258,"족구장, 미끄럼틀, 암벽오르기",,,,,,02-2148-2832,37.592305,126.964166,,,
1754,종로구,소공원,의주공원,,서울특별시 종로구 무악동 46-71,,364,,,,,,,02-2148-2844,37.573679,126.960267,,,
1755,종로구,기타공원,광화문시민열린마당,서울특별시 종로구 세종로 76-2,,광화문 옛 육조거리가 있던 자리에 새롭게 탄생한 서울시민을 위한 쉼터 '시민열린마당' '시민열린마당'은 육조거리를 현대적으로 재현한 북동쪽의 육조마당과 남서쪽의 시민 휴식공간 그리고 중심부의 열린공간이 한 축으로 이어져 과거와 현재 미래가 어우러지는 화합의 공간을 조성하였습니다.  ,8948.1,조 경 시 설 : 육조상징벽 6개소 전통담장 4개소 열주 22조 화계6개소 편 익 시 설 : 화강석의자 35조 관 리 시 설 : 광장등 4본 정원등 23본 투사등 28본 열주내장등 22본 기 반 시 설 : 열린마당 3280㎡ 육조마당 920㎡ 휴게마당 1670㎡ 녹지대 3078㎡ 대형전용 주차장 : 9면,,http://parks.seoul.go.kr/cheditor/attach/20110208/fcZFzUmx.jpg,지하철 3호선 경복궁역 5번출구 5호선 광화문역 2번출구 버스(G 지선 B 간선 R 광역 Y 순환) 세종문화회관 하차 G 0015(용산방향) 1(종로) 1011 1711 7018 7022 7023 삼청마을버스(종로) B 150 162 200 401 402 406 R 9602 9710 5001 5500 9401 9402 9601 9702 9706 9713 Y 9602 9710 5001 5500 9401 9402 9601 9702 9706 9713 교보빌딩 하차 G 0015(남산방향) 0212 1011 1012 1020 1711 7012 7018 7020  R 9711 9712 주차장 광화문 시민열린마당에는 주차장이 없습니다. 대중교통을 이용하여 주시기 바랍니다.,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1890,02-2148-2843,37.5750449,126.9780227,,,
1756,종로구,근린공원,낙산근린공원,서울특별시 종로구 낙산길 41 (우) 03085,,낙산은 서울의 형국을 구성하던 내사산(남산 인왕산 북악산 낙산)의 하나로 풍수지리상 주산인 북악산의 좌청룡에 해당하는 산이다. 이렇게 소중한 자연환경과 문화유산을 지니고 있는 낙산은 일제의 강점기를 거쳐 현재에 이르기까지 상당한 부분 파괴 ? 소실되었고 특히 60년대 이후의 근대화 과정에서 무분별한 도시계획으로 인해 아파트와 주택이 낙산을 잠식한 채 오랜 시간 방치되어 역사적 유물로서의 제 기능을 상실하게 되었다.,201779,기반시설 : 관리도로 2920m 산책로 1010m 주차장 640㎡ 교양시설 : 역사탐방로 935m 비우당 27㎡ 홍덕이밭 50㎡ 건축시설 : 5동(전시및관리실 매점및화장실 비우당 육각정자 노인정) 운동시설 : 배드민턴장 12면 농구장 1면 편익시설 : 파고라 5종 의자 117개 음수대(6) 화장실2 광 장 : 5개소(중앙광장 놀이광장 전망광장 3개소) 기타시설 : 안내판 등 29개,,http://parks.seoul.go.kr/template/common/img/park_info/19_naksan/naksan_guide.jpg,지하철 4호선 혜화역 2번 출구 마로니에 공원기업은행 방향 (도보10분)  버스(G 지선 B 간선 R 광역 Y 순환) 혜화역 (마로니에공원) 정류장 하차. 마로니에 공원 기업은행 방향 (도보10분) G 1011 1012 1018 1019 2112 B 101 102 103 104 106 107 140 143 150 160 161 100 151 301 R 9101 9410 14호선 동대문역 5번 출구→마을버스 낙산종점 하차 G 종로03 6호선 창신역 3번 출구→마을버스 낙산종점 하차 G 종로03  주차장 주차가능 수 : 29대,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1908,02-743-7985~6,37.580477,127.007587,http://parks.seoul.go.kr/template/sub/naksan.do,,
